ts,protocol,role,bytes_sent,bytes_recv,segments_sent,segments_recv,frames_sent,frames_recv,frames_dropped,segment_drops,encode_ms_avg,decode_ms_avg,reassembly_ms_avg,latency_ms_avg,jitter_ms_avg,cpu_pct,mem_pct
1764489335.4289553,TCP,av_app,0,0,0,0,0,0,0,0,0.343568710555991,,,44.09551906307501,8.086553280029602,10.7,85.3
1764489335.4289553,SCTP,av_app,0,0,0,0,0,0,0,0,0.343568710555991,,,26.05644308272614,5.232475651783861,10.7,85.3
1764489336.4344535,UDP,av_app,0,0,0,0,0,0,0,0,0.3301649475614204,,,26.95923313437556,3.4908693973665756,16.3,85.6
1764489336.4344535,TCP,av_app,0,0,0,0,0,0,0,0,0.3301649475614204,,,59.31031289562623,5.934477975523178,16.3,85.6
1764489336.4344535,SCTP,av_app,0,0,0,0,0,0,0,0,0.3301649475614204,,,35.04700307468823,3.8399563371032337,16.3,85.6
1764489337.4433963,UDP,av_app,0,0,0,0,0,0,0,0,0.32022378729484025,,,36.81955667118554,3.963872004389305,9.5,85.7
1764489337.4433963,TCP,av_app,0,0,0,0,0,0,0,0,0.32022378729484025,,,81.00302467660819,6.738582407461819,9.5,85.7
1764489337.4433963,SCTP,av_app,0,0,0,0,0,0,0,0,0.32022378729484025,,,47.8654236725412,4.360259204828236,9.5,85.7
1764489338.4483886,UDP,av_app,0,0,0,0,0,0,0,0,0.31798880216467795,,,38.69103369530474,4.0494018083847685,8.7,85.7
1764489338.4483886,TCP,av_app,0,0,0,0,0,0,0,0,0.31798880216467795,,,85.12027412967043,6.883983074254107,8.7,85.7
1764489338.4483886,SCTP,av_app,0,0,0,0,0,0,0,0,0.31798880216467795,,,50.29834380389616,4.454341989223246,8.7,85.7
1764489339.4537005,UDP,av_app,0,0,0,0,0,0,0,0,0.3293424654171534,,,29.19566446134207,4.758445035457935,6.0,85.9
1764489339.4537005,TCP,av_app,0,0,0,0,0,0,0,0,0.3293424654171534,,,64.23046181495256,8.089356560278489,6.0,85.9
1764489339.4537005,SCTP,av_app,0,0,0,0,0,0,0,0,0.3293424654171534,,,37.95436379974469,5.234289539003729,6.0,85.9
1764489340.4596362,UDP,av_app,0,0,0,0,0,0,0,0,0.3196304608494617,,,27.777453045837667,2.67545769166597,8.2,86.4
1764489340.4596362,TCP,av_app,0,0,0,0,0,0,0,0,0.3196304608494617,,,61.11039670084287,4.548278075832149,8.2,86.4
1764489340.4596362,SCTP,av_app,0,0,0,0,0,0,0,0,0.3196304608494617,,,36.11068895958897,2.9430034608325673,8.2,86.4
1764489341.4664237,UDP,av_app,0,0,0,0,0,0,0,0,0.31988291299434934,,,26.95745457052041,4.1495211015756315,6.4,87.1
1764489341.4664237,TCP,av_app,0,0,0,0,0,0,0,0,0.31988291299434934,,,59.30640005514491,7.054185872678573,6.4,87.1
1764489341.4664237,SCTP,av_app,0,0,0,0,0,0,0,0,0.31988291299434934,,,35.044690941676535,4.564473211733195,6.4,87.1
1764489342.4716399,UDP,av_app,0,0,0,0,0,0,0,0,0.3169207690426937,,,31.615146806415183,1.9053464685343866,5.4,87.5
1764489342.4716399,TCP,av_app,0,0,0,0,0,0,0,0,0.3169207690426937,,,69.55332297411341,3.2390889965084573,5.4,87.5
1764489342.4716399,SCTP,av_app,0,0,0,0,0,0,0,0,0.3169207690426937,,,41.09969084833974,2.0958811153878254,5.4,87.5
1764489343.4776735,UDP,av_app,0,0,0,0,0,0,0,0,0.3136130332862914,,,28.84671612339687,4.5185880797333535,4.4,87.8
1764489343.4776735,TCP,av_app,0,0,0,0,0,0,0,0,0.3136130332862914,,,63.46277547147312,7.681599735546701,4.4,87.8
1764489343.4776735,SCTP,av_app,0,0,0,0,0,0,0,0,0.3136130332862914,,,37.500730960415936,4.970446887706689,4.4,87.8
1764489344.4821043,UDP,av_app,0,0,0,0,0,0,0,0,0.31025956057339577,,,26.576630111033886,1.3223447072718555,3.7,88.2
1764489344.4821043,TCP,av_app,0,0,0,0,0,0,0,0,0.31025956057339577,,,58.468586244274555,2.247986002362154,3.7,88.2
1764489344.4821043,SCTP,av_app,0,0,0,0,0,0,0,0,0.31025956057339577,,,34.54961914434405,1.4545791779990411,3.7,88.2
1764489345.487672,UDP,av_app,0,0,0,0,0,0,0,0,0.30400532764882676,,,27.374616624124847,3.039360156983952,4.5,88.2
1764489345.487672,TCP,av_app,0,0,0,0,0,0,0,0,0.30400532764882676,,,60.224156573074666,5.166912266872718,4.5,88.2
1764489345.487672,SCTP,av_app,0,0,0,0,0,0,0,0,0.30400532764882676,,,35.587001611362304,3.3432961726823476,4.5,88.2
1764489346.494359,UDP,av_app,0,0,0,0,0,0,0,0,0.30456653834195235,,,39.893906256093885,2.4476032251800723,8.0,88.2
1764489346.494359,TCP,av_app,0,0,0,0,0,0,0,0,0.30456653834195235,,,87.76659376340655,4.160925482806123,8.0,88.2
1764489346.494359,SCTP,av_app,0,0,0,0,0,0,0,0,0.30456653834195235,,,51.86207813292205,2.6923635476980796,8.0,88.2
1764489347.499994,UDP,av_app,0,0,0,0,0,0,0,0,0.3030896739379597,,,36.55906304252903,1.3682447654301684,12.4,87.8
1764489347.499994,TCP,av_app,0,0,0,0,0,0,0,0,0.3030896739379597,,,80.42993869356388,2.326016101231286,12.4,87.8
1764489347.499994,SCTP,av_app,0,0,0,0,0,0,0,0,0.3030896739379597,,,47.526781955287746,1.5050692419731853,12.4,87.8
1764489348.5056956,UDP,av_app,0,0,0,0,0,0,0,0,0.3003344177595365,,,38.149726181866015,3.82995521477729,8.3,87.6
1764489348.5056956,TCP,av_app,0,0,0,0,0,0,0,0,0.3003344177595365,,,83.92939760010523,6.510923865121393,8.3,87.6
1764489348.5056956,SCTP,av_app,0,0,0,0,0,0,0,0,0.3003344177595365,,,49.59464403642582,4.21295073625502,8.3,87.6
1764489349.513738,UDP,av_app,0,0,0,0,0,0,0,0,0.30122402610934595,,,28.52784945493523,2.2832792405948372,12.3,85.0
1764489349.513738,TCP,av_app,0,0,0,0,0,0,0,0,0.30122402610934595,,,62.76126880085751,3.881574709011223,12.3,85.0
1764489349.513738,SCTP,av_app,0,0,0,0,0,0,0,0,0.30122402610934595,,,37.0862042914158,2.511607164654321,12.3,85.0
1764489350.5207012,UDP,av_app,0,0,0,0,0,0,0,0,0.30060987639309905,,,35.93716242749185,2.6293405080143106,10.3,83.1
1764489350.5207012,TCP,av_app,0,0,0,0,0,0,0,0,0.30060987639309905,,,79.06175734048207,4.469878863624328,10.3,83.1
1764489350.5207012,SCTP,av_app,0,0,0,0,0,0,0,0,0.30060987639309905,,,46.71831115573941,2.892274558815742,10.3,83.1
1764489351.5272136,UDP,av_app,0,0,0,0,0,0,0,0,0.3024814976926308,,,30.412387753500678,2.9930006642857037,8.2,83.1
1764489351.5272136,TCP,av_app,0,0,0,0,0,0,0,0,0.3024814976926308,,,66.9072530577015,5.088101129285696,8.2,83.1
1764489351.5272136,SCTP,av_app,0,0,0,0,0,0,0,0,0.3024814976926308,,,39.53610407955088,3.2923007307142744,8.2,83.1
1764489352.5336697,UDP,av_app,0,0,0,0,0,0,0,0,0.3050140248543647,,,31.33837588217432,3.0748080766112875,8.6,83.1
1764489352.5336697,TCP,av_app,0,0,0,0,0,0,0,0,0.3050140248543647,,,68.9444269407835,5.227173730239189,8.6,83.1
1764489352.5336697,SCTP,av_app,0,0,0,0,0,0,0,0,0.3050140248543647,,,40.739888646826614,3.3822888842724166,8.6,83.1
1764489353.538761,UDP,av_app,0,0,0,0,0,0,0,0,0.30465026781831844,,,39.3664770371272,2.4617645788206373,8.3,83.1
1764489353.538761,TCP,av_app,0,0,0,0,0,0,0,0,0.30465026781831844,,,86.60624948167984,4.184999783995083,8.3,83.1
1764489353.538761,SCTP,av_app,0,0,0,0,0,0,0,0,0.30465026781831844,,,51.17642014826536,2.7079410367027013,8.3,83.1
1764489354.5440533,UDP,av_app,0,0,0,0,0,0,0,0,0.30396105350500363,,,27.24041791869155,3.838162506426275,10.3,83.0
1764489354.5440533,TCP,av_app,0,0,0,0,0,0,0,0,0.30396105350500363,,,59.928919421121414,6.5248762609246675,10.3,83.0
1764489354.5440533,SCTP,av_app,0,0,0,0,0,0,0,0,0.30396105350500363,,,35.41254329429901,4.221978757068903,10.3,83.0
1764489355.5505733,UDP,av_app,0,0,0,0,0,0,0,0,0.30361393276537724,,,21.50153996821342,3.069737473603068,11.2,83.3
1764489355.5505733,TCP,av_app,0,0,0,0,0,0,0,0,0.30361393276537724,,,47.30338793006953,5.218553705125215,11.2,83.3
1764489355.5505733,SCTP,av_app,0,0,0,0,0,0,0,0,0.30361393276537724,,,27.95200195867745,3.376711220963375,11.2,83.3
1764489356.5561738,UDP,av_app,0,0,0,0,0,0,0,0,0.3036015411819003,,,24.49638871774646,1.6188637987194516,8.4,83.0
1764489356.5561738,TCP,av_app,0,0,0,0,0,0,0,0,0.3036015411819003,,,53.89205517904222,2.752068457823068,8.4,83.0
1764489356.5561738,SCTP,av_app,0,0,0,0,0,0,0,0,0.3036015411819003,,,31.8453053330704,1.7807501785913968,8.4,83.0
1764489357.5632482,UDP,av_app,0,0,0,0,0,0,0,0,0.304533218243053,,,32.27653667019936,2.6268015137574543,8.3,83.1
1764489357.5632482,TCP,av_app,0,0,0,0,0,0,0,0,0.304533218243053,,,71.0083806744386,4.465562573387672,8.3,83.1
1764489357.5632482,SCTP,av_app,0,0,0,0,0,0,0,0,0.304533218243053,,,41.95949767125917,2.8894816651332,8.3,83.1
1764489358.570166,UDP,av_app,0,0,0,0,0,0,0,0,0.3048648670164967,,,34.04614502595229,2.4977833726502516,7.5,83.0
1764489358.570166,TCP,av_app,0,0,0,0,0,0,0,0,0.3048648670164967,,,74.90151905709504,4.246231733505428,7.5,83.0
1764489358.570166,SCTP,av_app,0,0,0,0,0,0,0,0,0.3048648670164967,,,44.25998853373798,2.747561709915277,7.5,83.0
1764489359.5774214,UDP,av_app,0,0,0,0,0,0,0,0,0.30459925527639853,,,26.28105439803818,4.3548608700267675,7.6,83.0
1764489359.5774214,TCP,av_app,0,0,0,0,0,0,0,0,0.30459925527639853,,,57.818319675684,7.4032634790455045,7.6,83.0
1764489359.5774214,SCTP,av_app,0,0,0,0,0,0,0,0,0.30459925527639853,,,34.16537071744963,4.790346957029445,7.6,83.0
1764489360.5859973,UDP,av_app,0,0,0,0,0,0,0,0,0.3033290547007997,,,37.20251716018508,3.5034736648132765,10.6,83.0
1764489360.5859973,TCP,av_app,0,0,0,0,0,0,0,0,0.3033290547007997,,,81.84553775240718,5.9559052301825695,10.6,83.0
1764489360.5859973,SCTP,av_app,0,0,0,0,0,0,0,0,0.3033290547007997,,,48.36327230824061,3.8538210312946046,10.6,83.0
1764489361.59129,UDP,av_app,0,0,0,0,0,0,0,0,0.30254651991387543,,,36.74010504022095,2.536487577386512,7.9,83.1
1764489361.59129,TCP,av_app,0,0,0,0,0,0,0,0,0.30254651991387543,,,80.8282310884861,4.312028881557071,7.9,83.1
1764489361.59129,SCTP,av_app,0,0,0,0,0,0,0,0,0.30254651991387543,,,47.76213655228724,2.7901363351251636,7.9,83.1
1764489362.6002622,UDP,av_app,0,0,0,0,0,0,0,0,0.3020014440141051,,,30.662258494071875,3.564737461899613,18.4,83.9
1764489362.6002622,TCP,av_app,0,0,0,0,0,0,0,0,0.3020014440141051,,,67.45696868695813,6.060053685229342,18.4,83.9
1764489362.6002622,SCTP,av_app,0,0,0,0,0,0,0,0,0.3020014440141051,,,39.86093604229344,3.9212112080895745,18.4,83.9
1764489363.6057415,UDP,av_app,0,0,0,0,0,0,0,0,0.30203837430475056,,,20.57813888015001,4.51355436634519,8.5,83.9
1764489363.6057415,TCP,av_app,0,0,0,0,0,0,0,0,0.30203837430475056,,,45.271905536330024,7.673042422786822,8.5,83.9
1764489363.6057415,SCTP,av_app,0,0,0,0,0,0,0,0,0.30203837430475056,,,26.751580544195015,4.964909802979709,8.5,83.9
1764489364.6119647,UDP,av_app,0,0,0,0,0,0,0,0,0.30012527070315287,,,32.19916491783802,2.8273056371029943,9.9,83.8
1764489364.6119647,TCP,av_app,0,0,0,0,0,0,0,0,0.30012527070315287,,,70.83816281924365,4.80641958307509,9.9,83.8
1764489364.6119647,SCTP,av_app,0,0,0,0,0,0,0,0,0.30012527070315287,,,41.85891439318942,3.110036200813294,9.9,83.8
1764489365.6194053,UDP,av_app,0,0,0,0,0,0,0,0,0.29918908361471785,,,26.97079894230012,4.114629679895046,13.3,83.9
1764489365.6194053,TCP,av_app,0,0,0,0,0,0,0,0,0.29918908361471785,,,59.33575767306027,6.9948704558215775,13.3,83.9
1764489365.6194053,SCTP,av_app,0,0,0,0,0,0,0,0,0.29918908361471785,,,35.06203862499016,4.526092647884551,13.3,83.9
1764489366.6246612,UDP,av_app,0,0,0,0,0,0,0,0,0.29920196833052315,,,39.86310388465961,2.438123928315759,14.4,83.9
1764489366.6246612,TCP,av_app,0,0,0,0,0,0,0,0,0.29920196833052315,,,87.69882854625115,4.14481067813679,14.4,83.9
1764489366.6246612,SCTP,av_app,0,0,0,0,0,0,0,0,0.29920196833052315,,,51.822035050057494,2.6819363211473353,14.4,83.9
1764489367.6373937,UDP,av_app,0,0,0,0,0,0,0,0,0.2984904159772365,,,35.492694491313664,2.8935788999826095,8.4,83.9
1764489367.6373937,TCP,av_app,0,0,0,0,0,0,0,0,0.2984904159772365,,,78.08392788089007,4.919084129970436,8.4,83.9
1764489367.6373937,SCTP,av_app,0,0,0,0,0,0,0,0,0.2984904159772365,,,46.14050283870777,3.1829367899808707,8.4,83.9
1764489368.6432211,UDP,av_app,0,0,0,0,0,0,0,0,0.2993056765419113,,,36.13618436574639,2.3777922466898884,8.9,84.0
1764489368.6432211,TCP,av_app,0,0,0,0,0,0,0,0,0.2993056765419113,,,79.49960560464206,4.04224681937281,8.9,84.0
1764489368.6432211,SCTP,av_app,0,0,0,0,0,0,0,0,0.2993056765419113,,,46.97703967547031,2.6155714713588774,8.9,84.0
1764489369.6486435,UDP,av_app,0,0,0,0,0,0,0,0,0.2986207732869721,,,24.63929719787717,3.5486687095198053,5.8,83.9
1764489369.6486435,TCP,av_app,0,0,0,0,0,0,0,0,0.2986207732869721,,,54.206453835329775,6.032736806183669,5.8,83.9
1764489369.6486435,SCTP,av_app,0,0,0,0,0,0,0,0,0.2986207732869721,,,32.03108635724032,3.903535580471786,5.8,83.9
1764489370.6549582,UDP,av_app,0,0,0,0,0,0,0,0,0.29770030737108333,,,33.39424836579771,1.8337203510951046,7.0,84.0
1764489370.6549582,TCP,av_app,0,0,0,0,0,0,0,0,0.29770030737108333,,,73.46734640475496,3.117324596861678,7.0,84.0
1764489370.6549582,SCTP,av_app,0,0,0,0,0,0,0,0,0.29770030737108333,,,43.41252287553702,2.0170923862046153,7.0,84.0
1764489371.6602707,UDP,av_app,0,0,0,0,0,0,0,0,0.2974800141979566,,,32.183443650950025,3.812213340486233,8.4,84.0
1764489371.6602707,TCP,av_app,0,0,0,0,0,0,0,0,0.2974800141979566,,,70.80357603209006,6.480762678826595,8.4,84.0
1764489371.6602707,SCTP,av_app,0,0,0,0,0,0,0,0,0.2974800141979566,,,41.83847674623503,4.193434674534856,8.4,84.0
1764489372.6669097,UDP,av_app,0,0,0,0,0,0,0,0,0.2961501825320031,,,24.774658095516024,2.565357174959726,7.8,84.0
1764489372.6669097,TCP,av_app,0,0,0,0,0,0,0,0,0.2961501825320031,,,54.504247810135254,4.361107197431534,7.8,84.0
1764489372.6669097,SCTP,av_app,0,0,0,0,0,0,0,0,0.2961501825320031,,,32.20705552417083,2.8218928924556987,7.8,84.0
1764489373.6744885,UDP,av_app,0,0,0,0,0,0,0,0,0.2956248915782987,,,39.37110499634511,3.3499332054385453,12.6,84.5
1764489373.6744885,TCP,av_app,0,0,0,0,0,0,0,0,0.2956248915782987,,,86.61643099195925,5.694886449245527,12.6,84.5
1764489373.6744885,SCTP,av_app,0,0,0,0,0,0,0,0,0.2956248915782987,,,51.182436495248645,3.6849265259824002,12.6,84.5
1764489374.6818576,UDP,av_app,0,0,0,0,0,0,0,0,0.2945720383893508,,,24.576283640150546,1.7775915815412113,16.7,85.8
1764489374.6818576,TCP,av_app,0,0,0,0,0,0,0,0,0.2945720383893508,,,54.06782400833121,3.021905688620059,16.7,85.8
1764489374.6818576,SCTP,av_app,0,0,0,0,0,0,0,0,0.2945720383893508,,,31.949168732195712,1.9553507396953327,16.7,85.8
1764489375.6882658,UDP,av_app,0,0,0,0,0,0,0,0,0.2935641087601216,,,37.81306182765293,2.1034749609995207,10.4,86.8
1764489375.6882658,TCP,av_app,0,0,0,0,0,0,0,0,0.2935641087601216,,,83.18873602083646,3.575907433699185,10.4,86.8
1764489375.6882658,SCTP,av_app,0,0,0,0,0,0,0,0,0.2935641087601216,,,49.15698037594881,2.313822457099473,10.4,86.8
1764489376.6964347,UDP,av_app,0,0,0,0,0,0,0,0,0.29337010623346615,,,31.114609285340638,1.7696236009284627,7.0,86.8
1764489376.6964347,TCP,av_app,0,0,0,0,0,0,0,0,0.29337010623346615,,,68.45214042774941,3.0083601215783866,7.0,86.8
1764489376.6964347,SCTP,av_app,0,0,0,0,0,0,0,0,0.29337010623346615,,,40.44899207094283,1.9465859610213092,7.0,86.8
1764489377.7026525,UDP,av_app,0,0,0,0,0,0,0,0,0.2966701435252139,,,34.68251621704372,1.8890346918716339,11.3,87.1
1764489377.7026525,TCP,av_app,0,0,0,0,0,0,0,0,0.2966701435252139,,,76.30153567749619,3.2113589761817773,11.3,87.1
1764489377.7026525,SCTP,av_app,0,0,0,0,0,0,0,0,0.2966701435252139,,,45.08727108215684,2.0779381610587975,11.3,87.1
1764489378.7104697,UDP,av_app,0,0,0,0,0,0,0,0,0.29606936332292966,,,25.695984437235097,2.5952419873744352,10.0,86.9
1764489378.7104697,TCP,av_app,0,0,0,0,0,0,0,0,0.29606936332292966,,,56.531165761917215,4.41191137853654,10.0,86.9
1764489378.7104697,SCTP,av_app,0,0,0,0,0,0,0,0,0.29606936332292966,,,33.404779768405625,2.854766186111879,10.0,86.9
1764489379.7158887,UDP,av_app,0,0,0,0,0,0,0,0,0.297055946331286,,,22.353214292672764,1.037458813037429,8.7,86.9
1764489379.7158887,TCP,av_app,0,0,0,0,0,0,0,0,0.297055946331286,,,49.17707144388008,1.763679982163629,8.7,86.9
1764489379.7158887,SCTP,av_app,0,0,0,0,0,0,0,0,0.297055946331286,,,29.059178580474594,1.141204694341172,8.7,86.9
1764489380.721249,UDP,av_app,0,0,0,0,0,0,0,0,0.2970834147904537,,,20.722802826221187,3.4866934795483755,9.0,86.8
1764489380.721249,TCP,av_app,0,0,0,0,0,0,0,0,0.2970834147904537,,,45.590166217686615,5.9273789152322385,9.0,86.8
1764489380.721249,SCTP,av_app,0,0,0,0,0,0,0,0,0.2970834147904537,,,26.939643674087545,3.8353628275032134,9.0,86.8
1764489381.726249,UDP,av_app,0,0,0,0,0,0,0,0,0.29750555814201646,,,38.94202066744475,2.7207661385483677,9.1,86.8
1764489381.726249,TCP,av_app,0,0,0,0,0,0,0,0,0.29750555814201646,,,85.67244546837846,4.625302435532225,9.1,86.8
1764489381.726249,SCTP,av_app,0,0,0,0,0,0,0,0,0.29750555814201646,,,50.62462686767818,2.9928427524032046,9.1,86.8
1764489382.733268,UDP,av_app,0,0,0,0,0,0,0,0,0.29696763429495937,,,25.53060334090216,1.205793099542508,10.9,86.5
1764489382.733268,TCP,av_app,0,0,0,0,0,0,0,0,0.29696763429495937,,,56.16732734998476,2.0498482692222635,10.9,86.5
1764489382.733268,SCTP,av_app,0,0,0,0,0,0,0,0,0.29696763429495937,,,33.18978434317281,1.3263724094967588,10.9,86.5
1764489383.7408924,UDP,av_app,0,0,0,0,0,0,0,0,0.29795331336276304,,,34.5958039300677,4.20588463075191,10.6,86.2
1764489383.7408924,TCP,av_app,0,0,0,0,0,0,0,0,0.29795331336276304,,,76.11076864614895,7.150003872278248,10.6,86.2
1764489383.7408924,SCTP,av_app,0,0,0,0,0,0,0,0,0.29795331336276304,,,44.97454510908801,4.6264730938271015,10.6,86.2
1764489384.7480261,UDP,av_app,0,0,0,0,0,0,0,0,0.2983465177641191,,,30.186239773152614,2.639924737449654,13.8,86.0
1764489384.7480261,TCP,av_app,0,0,0,0,0,0,0,0,0.2983465177641191,,,66.40972750093576,4.487872053664412,13.8,86.0
1764489384.7480261,SCTP,av_app,0,0,0,0,0,0,0,0,0.2983465177641191,,,39.2421117050984,2.9039172111946194,13.8,86.0
1764489385.755856,UDP,av_app,0,0,0,0,0,0,0,0,0.29933534970856596,,,28.99596119331586,3.1222644260464265,13.7,85.9
1764489385.755856,TCP,av_app,0,0,0,0,0,0,0,0,0.29933534970856596,,,63.791114625294895,5.307849524278925,13.7,85.9
1764489385.755856,SCTP,av_app,0,0,0,0,0,0,0,0,0.29933534970856596,,,37.69474955131062,3.4344908686510696,13.7,85.9
1764489386.7631373,UDP,av_app,0,0,0,0,0,0,0,0,0.2996128851930931,,,28.633431571981163,4.287241781062148,11.9,85.9
1764489386.7631373,TCP,av_app,0,0,0,0,0,0,0,0,0.2996128851930931,,,62.993549458358565,7.288311027805651,11.9,85.9
1764489386.7631373,SCTP,av_app,0,0,0,0,0,0,0,0,0.2996128851930931,,,37.22346104357551,4.715965959168363,11.9,85.9
1764489387.7706182,UDP,av_app,0,0,0,0,0,0,0,0,0.29963050269949404,,,38.74908306998802,3.850511306942697,11.3,85.9
1764489387.7706182,TCP,av_app,0,0,0,0,0,0,0,0,0.29963050269949404,,,85.24798275397364,6.545869221802585,11.3,85.9
1764489387.7706182,SCTP,av_app,0,0,0,0,0,0,0,0,0.29963050269949404,,,50.373807990984425,4.235562437636967,11.3,85.9
1764489388.7780302,UDP,av_app,0,0,0,0,0,0,0,0,0.3012451884158031,,,33.26336898409236,2.9077548933613544,7.1,86.1
1764489388.7780302,TCP,av_app,0,0,0,0,0,0,0,0,0.3012451884158031,,,73.1794117650032,4.943183318714302,7.1,86.1
1764489388.7780302,SCTP,av_app,0,0,0,0,0,0,0,0,0.3012451884158031,,,43.24237967932007,3.19853038269749,7.1,86.1
1764489389.7857628,UDP,av_app,0,0,0,0,0,0,0,0,0.3016231972174359,,,24.028226144977452,3.524061751526292,9.2,86.2
1764489389.7857628,TCP,av_app,0,0,0,0,0,0,0,0,0.3016231972174359,,,52.8620975189504,5.990904977594696,9.2,86.2
1764489389.7857628,SCTP,av_app,0,0,0,0,0,0,0,0,0.3016231972174359,,,31.23669398847069,3.8764679266789215,9.2,86.2
1764489390.306852,UDP,av_app,0,0,0,0,0,0,0,0,,,,24.95952601051628,2.8538472176688154,0.0,86.2
1764489390.306852,TCP,av_app,0,0,0,0,0,0,0,0,,,,54.910957223135824,4.8515402700369865,0.0,86.2
1764489390.306852,SCTP,av_app,0,0,0,0,0,0,0,0,,,,32.447383813671166,3.1392319394356973,0.0,86.2
1764489390.7934632,UDP,av_app,0,0,0,0,0,0,0,0,0.30202496113182914,,,33.83226801677302,4.676913374969705,14.6,87.0
1764489390.7934632,TCP,av_app,0,0,0,0,0,0,0,0,0.30202496113182914,,,74.43098963690065,7.950752737448498,14.6,87.0
1764489390.7934632,SCTP,av_app,0,0,0,0,0,0,0,0,0.30202496113182914,,,43.98194842180493,5.144604712466676,14.6,87.0
1764489391.312328,UDP,av_app,53445,0,15,0,7,0,0,0,0.5976857168466917,,,31.489937643391315,2.1223573118731647,15.4,87.4
1764489391.312328,TCP,av_app,53445,0,15,0,7,0,0,0,0.5976857168466917,,,69.27786281546089,3.60800743018438,15.4,87.4
1764489391.312328,SCTP,av_app,53445,0,15,0,7,0,0,0,0.5976857168466917,,,40.93691893640871,2.3345930430604813,15.4,87.4
1764489391.8009675,UDP,av_app,0,0,0,0,0,0,0,0,0.3014133397869562,,,29.60150616588728,1.293992309785585,10.5,87.4
1764489391.8009675,TCP,av_app,0,0,0,0,0,0,0,0,0.3014133397869562,,,65.12331356495201,2.1997869266354946,10.5,87.4
1764489391.8009675,SCTP,av_app,0,0,0,0,0,0,0,0,0.3014133397869562,,,38.48195801565346,1.4233915407641435,10.5,87.4
1764489392.3176792,UDP,av_app,238297,0,81,0,23,0,0,0,0.6375391334902657,,,24.08095386594206,3.1727364825600652,9.2,87.4
